job_id,job_title,job_category,experience_level,education_required,required_skills,industry,remote_work,company_size,salary_tier,source_dataset
JOB0772,Generative AI Engineer,AI Engineering,Mid (3-5 yrs),PhD,Deployment|Python|Diffusion Models|Agile|Cloud,Retail,Fully Remote,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0773,AI Compliance Manager,Governance,Senior (6-9 yrs),Master's,Documentation|Risk Management|Legal Knowledge|EU AI Act|Statistics|SQL|Agile,Consulting,Hybrid,Startup (1-50),Mid ($100-150k),AI Engineering (Kaggle)
JOB0774,Deep Learning Engineer,AI Engineering,Senior (6-9 yrs),Bachelor's,Python|CUDA|GPU Computing|TensorFlow|Research|Leadership|Problem Solving,Research,Fully Remote,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0775,AI Agent Developer,AI Engineering,Mid (3-5 yrs),Master's,Python|Tool Use|APIs|AutoGen|Git,Energy,Fully Remote,Enterprise (5000+),Senior ($200-300k),AI Engineering (Kaggle)
JOB0776,Prompt Engineer,AI Engineering,Entry (0-2 yrs),Bachelor's,Prompt Design|Testing|Documentation|Cloud|Git,Media,On-site,Big Tech (FAANG+),Mid ($100-150k),AI Engineering (Kaggle)
JOB0777,AI Agent Developer,AI Engineering,Senior (6-9 yrs),Associate's,Python|Planning Systems|LangChain|Tool Use|AutoGen|APIs|SQL,Finance,Hybrid,Mid-size (501-5000),Senior ($200-300k),AI Engineering (Kaggle)
JOB0778,Data Scientist,Data Science,Mid (3-5 yrs),Master's,Python|Data Visualization|Statistics|Scikit-learn|ML Algorithms|Linux,Automotive,Hybrid,Mid-size (501-5000),Mid ($100-150k),AI Engineering (Kaggle)
JOB0779,Senior ML Engineer,AI Engineering,Entry (0-2 yrs),PhD,System Design|Python|Distributed Systems|Research,Government,Hybrid,Mid-size (501-5000),Senior ($200-300k),AI Engineering (Kaggle)
JOB0780,Senior Data Scientist,Data Science,Entry (0-2 yrs),Master's,Causal Inference|ML|Deep Learning|Leadership|SQL,Government,On-site,Startup (1-50),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0781,AI Compliance Manager,Governance,Senior (6-9 yrs),PhD,Auditing|Risk Management|Legal Knowledge|EU AI Act|Documentation|Research|Cloud|Linux,Energy,On-site,Mid-size (501-5000),Senior ($200-300k),AI Engineering (Kaggle)
JOB0782,MLOps Engineer,ML Operations,Lead (10+ yrs),Master's,Cloud|Monitoring|MLflow|Kubernetes|CI/CD|Python|Communication,Consulting,Hybrid,Startup (1-50),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0783,AI Engineer,AI Engineering,Senior (6-9 yrs),Associate's,Cloud (AWS/GCP/Azure)|LLM Integration|Python|PyTorch|Problem Solving|Linux,Government,Fully Remote,Startup (1-50),Entry (<$100k),AI Engineering (Kaggle)
JOB0784,LLM Engineer,AI Engineering,Lead (10+ yrs),Bachelor's,Prompt Engineering|Fine-tuning|RAG|Vector DBs|Communication|Linux|Statistics,Energy,On-site,Big Tech (FAANG+),Elite (>$300k),AI Engineering (Kaggle)
JOB0785,AI Research Scientist,Research,Mid (3-5 yrs),Master's,Deep Learning|Mathematics|Python|PyTorch|Publishing|Research|Cloud,Consulting,On-site,Startup (1-50),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0786,Deep Learning Engineer,AI Engineering,Mid (3-5 yrs),Associate's,CUDA|PyTorch|GPU Computing|TensorFlow|Python|SQL|Statistics,Government,Fully Remote,Big Tech (FAANG+),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0787,AI Engineer,AI Engineering,Lead (10+ yrs),Associate's,LLM Integration|PyTorch|Cloud (AWS/GCP/Azure)|Docker|Python|Cloud|Problem Solving|Statistics,Government,Hybrid,SME (51-500),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0788,Multimodal AI Engineer,AI Engineering,Senior (6-9 yrs),Associate's,PyTorch|Vision-Language Models|APIs|Leadership|Linux,Automotive,Hybrid,SME (51-500),Senior ($200-300k),AI Engineering (Kaggle)
JOB0789,AI Research Scientist,Research,Entry (0-2 yrs),Bachelor's,Mathematics|Deep Learning|Publishing|Python|Research|PyTorch|Leadership|Communication,Finance,On-site,SME (51-500),Mid ($100-150k),AI Engineering (Kaggle)
JOB0790,ML Engineer,AI Engineering,Entry (0-2 yrs),Associate's,SQL|Kubernetes|Python|TensorFlow|PyTorch|Research,Government,Fully Remote,Enterprise (5000+),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0791,Prompt Engineer,AI Engineering,Senior (6-9 yrs),Master's,NLP|Documentation|Testing|Agile|Cloud|Linux,Technology,Fully Remote,Startup (1-50),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0792,Senior Data Scientist,Data Science,Senior (6-9 yrs),Bachelor's,Leadership|ML|Deep Learning|Python|Causal Inference|Advanced Statistics|SQL|Cloud,Media,Hybrid,SME (51-500),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0793,Senior Data Scientist,Data Science,Mid (3-5 yrs),Master's,ML|Deep Learning|Python|SQL|Communication,Healthcare,Hybrid,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0794,NLP Engineer,AI Engineering,Mid (3-5 yrs),Bootcamp/Self-taught,Python|Transformers|Hugging Face|LLMs|Text Processing|BERT|Agile|SQL,Research,Fully Remote,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0795,ML Engineer,AI Engineering,Senior (6-9 yrs),PhD,PyTorch|TensorFlow|Python|SQL|Kubernetes|MLOps|Research,Research,Fully Remote,Enterprise (5000+),Elite (>$300k),AI Engineering (Kaggle)
JOB0796,AI Agent Developer,AI Engineering,Mid (3-5 yrs),Bachelor's,LangChain|Planning Systems|AutoGen|Tool Use|APIs|Python|Cloud,Automotive,Fully Remote,Enterprise (5000+),Senior ($200-300k),AI Engineering (Kaggle)
JOB0797,AI Product Manager,Product,Senior (6-9 yrs),Master's,Product Strategy|Agile|Stakeholder Mgmt|AI Literacy|Data Analysis|Git|Research|Leadership,Research,On-site,Startup (1-50),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0798,AI Engineer,AI Engineering,Lead (10+ yrs),Associate's,LLM Integration|Docker|Cloud (AWS/GCP/Azure)|Statistics|Linux,Finance,Fully Remote,Startup (1-50),Mid ($100-150k),AI Engineering (Kaggle)
JOB0799,Data Scientist,Data Science,Mid (3-5 yrs),Bachelor's,Python|Data Visualization|Statistics|Scikit-learn|Cloud|Research|SQL,Media,Hybrid,Enterprise (5000+),Mid ($100-150k),AI Engineering (Kaggle)
JOB0800,Robotics Engineer (AI),Robotics,Mid (3-5 yrs),Bachelor's,Simulation|Control Systems|Computer Vision|C++|Agile|Leadership|Problem Solving,Consulting,On-site,SME (51-500),Senior ($200-300k),AI Engineering (Kaggle)
JOB0801,Senior ML Engineer,AI Engineering,Senior (6-9 yrs),Bootcamp/Self-taught,Distributed Systems|MLOps|Python|Linux|Communication,Media,Hybrid,Mid-size (501-5000),Elite (>$300k),AI Engineering (Kaggle)
JOB0802,RAG Engineer,AI Engineering,Lead (10+ yrs),Bachelor's,Embeddings|Search Systems|LangChain|Vector DBs|Python|LLMs|Research|Linux|Leadership,Manufacturing,Hybrid,Mid-size (501-5000),Elite (>$300k),AI Engineering (Kaggle)
JOB0803,Multimodal AI Engineer,AI Engineering,Lead (10+ yrs),Master's,PyTorch|Python|Fine-tuning|SQL|Statistics,Government,Hybrid,Startup (1-50),Senior ($200-300k),AI Engineering (Kaggle)
JOB0804,AI Research Scientist,Research,Mid (3-5 yrs),PhD,PyTorch|Mathematics|Deep Learning|Publishing|Research|Linux,Manufacturing,Fully Remote,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle)
JOB0805,Robotics Engineer (AI),Robotics,Lead (10+ yrs),Master's,C++|Computer Vision|Python|Git|Statistics,Healthcare,Hybrid,Mid-size (501-5000),Mid ($100-150k),AI Engineering (Kaggle)
JOB0806,LLM Engineer,AI Engineering,Mid (3-5 yrs),Bootcamp/Self-taught,Fine-tuning|Prompt Engineering|Vector DBs|Python|Leadership,Finance,Hybrid,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle)
JOB0807,LLM Engineer,AI Engineering,Entry (0-2 yrs),Associate's,Fine-tuning|LLM APIs|Python|RAG|Prompt Engineering|Problem Solving|Git|Leadership,Finance,Fully Remote,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0808,AI Business Analyst,Business,Entry (0-2 yrs),Bachelor's,Business Analysis|SQL|Python|Communication|Git|Statistics,Manufacturing,On-site,Mid-size (501-5000),Entry (<$100k),AI Engineering (Kaggle)
JOB0809,AI Ethics Officer,Governance,Mid (3-5 yrs),Bootcamp/Self-taught,AI Policy|Ethics Frameworks|Research|Git|Agile|Problem Solving,Technology,Fully Remote,Startup (1-50),Mid ($100-150k),AI Engineering (Kaggle)
JOB0810,AI Business Analyst,Business,Entry (0-2 yrs),Associate's,SQL|Business Analysis|Python|Communication|Leadership,Media,Hybrid,Enterprise (5000+),Entry (<$100k),AI Engineering (Kaggle)
JOB0811,AI Compliance Manager,Governance,Entry (0-2 yrs),PhD,Auditing|Legal Knowledge|Risk Management|Documentation|Linux,Education,Fully Remote,Enterprise (5000+),Mid ($100-150k),AI Engineering (Kaggle)
JOB0812,AI Product Manager,Product,Senior (6-9 yrs),PhD,Stakeholder Mgmt|AI Literacy|Data Analysis|Product Strategy|Agile|Git|Problem Solving|Cloud,Manufacturing,On-site,Enterprise (5000+),Mid ($100-150k),AI Engineering (Kaggle)
JOB0813,Data Engineer (AI),Data Engineering,Mid (3-5 yrs),Bachelor's,ETL|SQL|Feature Stores|Communication,Technology,Hybrid,Big Tech (FAANG+),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0814,AI Research Scientist,Research,Senior (6-9 yrs),PhD,Deep Learning|Mathematics|Publishing|Python|PyTorch|Research|Research|Problem Solving,Research,Fully Remote,Mid-size (501-5000),Senior ($200-300k),AI Engineering (Kaggle)
JOB0815,Generative AI Engineer,AI Engineering,Senior (6-9 yrs),Master's,GenAI APIs|LLMs|Python|Fine-tuning|Communication,Finance,On-site,Mid-size (501-5000),Senior ($200-300k),AI Engineering (Kaggle)
JOB0816,Senior ML Engineer,AI Engineering,Entry (0-2 yrs),Bachelor's,MLOps|PyTorch|LLM Fine-tuning|System Design|Distributed Systems|SQL|Leadership,Healthcare,Fully Remote,Enterprise (5000+),Senior ($200-300k),AI Engineering (Kaggle)
JOB0817,Data Engineer (AI),Data Engineering,Senior (6-9 yrs),PhD,Feature Stores|SQL|Airflow|Spark|dbt|Python|ETL|Linux|Git,Media,Fully Remote,Enterprise (5000+),Senior ($200-300k),AI Engineering (Kaggle)
JOB0818,Generative AI Engineer,AI Engineering,Entry (0-2 yrs),Associate's,Python|Diffusion Models|GenAI APIs|Deployment|LLMs|Fine-tuning|Research,Research,Fully Remote,Enterprise (5000+),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0819,AI Product Manager,Product,Mid (3-5 yrs),Associate's,Agile|AI Literacy|Product Strategy|Cloud|Statistics|Git,Consulting,Hybrid,SME (51-500),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0820,AI Infrastructure Eng,Infrastructure,Mid (3-5 yrs),PhD,Distributed Systems|Cloud|Networking|CUDA|Kubernetes|Research|Communication|Linux,Government,Hybrid,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle)
JOB0821,RAG Engineer,AI Engineering,Lead (10+ yrs),Associate's,Python|Vector DBs|Search Systems|Embeddings|LangChain|LLMs|Statistics,Automotive,Hybrid,SME (51-500),Senior ($200-300k),AI Engineering (Kaggle)
JOB0822,AI Ethics Officer,Governance,Mid (3-5 yrs),Master's,Ethics Frameworks|Communication|Research|SQL|Leadership|Communication,Healthcare,On-site,SME (51-500),Mid ($100-150k),AI Engineering (Kaggle)
JOB0823,AI Solutions Architect,Architecture,Lead (10+ yrs),PhD,Cloud|Enterprise Architecture|Python|System Design|ML|SQL,Retail,Fully Remote,Big Tech (FAANG+),Elite (>$300k),AI Engineering (Kaggle)
JOB0824,AI Product Manager,Product,Entry (0-2 yrs),PhD,Data Analysis|Product Strategy|Agile|Problem Solving,Healthcare,Fully Remote,Enterprise (5000+),Senior ($200-300k),AI Engineering (Kaggle)
JOB0825,Deep Learning Engineer,AI Engineering,Mid (3-5 yrs),Bachelor's,GPU Computing|Neural Networks|CUDA|Communication,Consulting,Hybrid,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0826,Generative AI Engineer,AI Engineering,Mid (3-5 yrs),Master's,Diffusion Models|Deployment|GenAI APIs|Python|Fine-tuning|LLMs|Git,Government,Hybrid,Startup (1-50),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0827,Senior Data Scientist,Data Science,Lead (10+ yrs),Master's,Causal Inference|Deep Learning|Advanced Statistics|Cloud|Statistics,Automotive,Hybrid,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle)
JOB0828,Data Scientist,Data Science,Mid (3-5 yrs),Bachelor's,ML Algorithms|Data Visualization|Statistics|Scikit-learn|Python|SQL|Linux,Energy,Hybrid,Mid-size (501-5000),Mid ($100-150k),AI Engineering (Kaggle)
JOB0829,Data Engineer (AI),Data Engineering,Entry (0-2 yrs),Master's,SQL|Spark|dbt|Airflow|Python|ETL|Feature Stores|Git|Linux,Retail,On-site,Startup (1-50),Mid ($100-150k),AI Engineering (Kaggle)
JOB0830,Deep Learning Engineer,AI Engineering,Entry (0-2 yrs),Master's,Neural Networks|Python|TensorFlow|Linux|Research|Communication,Media,Hybrid,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0831,Prompt Engineer,AI Engineering,Entry (0-2 yrs),Bootcamp/Self-taught,Testing|Prompt Design|Python|LLM APIs|NLP|SQL,Automotive,Fully Remote,Big Tech (FAANG+),Entry (<$100k),AI Engineering (Kaggle)
JOB0832,LLM Engineer,AI Engineering,Lead (10+ yrs),PhD,Prompt Engineering|Python|Fine-tuning|LLM APIs|RAG|Agile|Cloud,Healthcare,Fully Remote,Big Tech (FAANG+),Elite (>$300k),AI Engineering (Kaggle)
JOB0833,Prompt Engineer,AI Engineering,Entry (0-2 yrs),Associate's,Prompt Design|LLM APIs|Documentation|Cloud|Leadership|Communication,Finance,Hybrid,Startup (1-50),Entry (<$100k),AI Engineering (Kaggle)
JOB0834,Robotics Engineer (AI),Robotics,Entry (0-2 yrs),PhD,Simulation|ROS|C++|SQL|Research|Git,Automotive,Hybrid,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle)
JOB0835,Senior ML Engineer,AI Engineering,Senior (6-9 yrs),Associate's,PyTorch|MLOps|Distributed Systems|Python|System Design|SQL,Energy,Hybrid,Mid-size (501-5000),Elite (>$300k),AI Engineering (Kaggle)
JOB0836,Prompt Engineer,AI Engineering,Lead (10+ yrs),Bachelor's,Python|LLM APIs|Testing|Cloud|Linux|Research,Retail,Fully Remote,Mid-size (501-5000),Entry (<$100k),AI Engineering (Kaggle)
JOB0837,AI Security Engineer,Security,Lead (10+ yrs),Bachelor's,Red Teaming|Risk Analysis|Cybersecurity|ML Security|Problem Solving|SQL,Finance,Fully Remote,SME (51-500),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0838,ML Engineer,AI Engineering,Mid (3-5 yrs),Associate's,Kubernetes|Python|TensorFlow|SQL|MLOps|Linux|SQL,Retail,Hybrid,Mid-size (501-5000),Senior ($200-300k),AI Engineering (Kaggle)
JOB0839,LLM Engineer,AI Engineering,Lead (10+ yrs),Master's,Prompt Engineering|RAG|Python|LLM APIs|Fine-tuning|Vector DBs|Cloud,Government,Fully Remote,Big Tech (FAANG+),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0840,Computer Vision Engineer,AI Engineering,Mid (3-5 yrs),PhD,Image Processing|CUDA|Python|PyTorch|OpenCV|Git,Research,Fully Remote,SME (51-500),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0841,AI Engineer,AI Engineering,Entry (0-2 yrs),Associate's,Python|Docker|LLM Integration|Linux,Consulting,Hybrid,Enterprise (5000+),Mid ($100-150k),AI Engineering (Kaggle)
JOB0842,Senior ML Engineer,AI Engineering,Lead (10+ yrs),Master's,Python|LLM Fine-tuning|System Design|MLOps|Distributed Systems|PyTorch|Cloud|Agile|Leadership,Media,On-site,Mid-size (501-5000),Elite (>$300k),AI Engineering (Kaggle)
JOB0843,Generative AI Engineer,AI Engineering,Lead (10+ yrs),Associate's,Python|Deployment|Fine-tuning|Diffusion Models|Cloud,Education,Hybrid,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle)
JOB0844,Senior ML Engineer,AI Engineering,Lead (10+ yrs),Bachelor's,LLM Fine-tuning|MLOps|System Design|Python|Cloud|Leadership|Linux,Education,Fully Remote,Big Tech (FAANG+),Elite (>$300k),AI Engineering (Kaggle)
JOB0845,AI Agent Developer,AI Engineering,Entry (0-2 yrs),Associate's,AutoGen|Python|Tool Use|Statistics,Government,On-site,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0846,Robotics Engineer (AI),Robotics,Senior (6-9 yrs),Bootcamp/Self-taught,Python|C++|ROS|Control Systems|Simulation|Computer Vision|Cloud|Problem Solving|Communication,Research,Hybrid,SME (51-500),Mid ($100-150k),AI Engineering (Kaggle)
JOB0847,AI Solutions Architect,Architecture,Senior (6-9 yrs),Bachelor's,Leadership|Cloud|Python|Enterprise Architecture|System Design|Leadership,Energy,Fully Remote,SME (51-500),Elite (>$300k),AI Engineering (Kaggle)
JOB0848,RAG Engineer,AI Engineering,Mid (3-5 yrs),PhD,Search Systems|LangChain|Python|Vector DBs|Embeddings|LLMs|Agile,Finance,On-site,Enterprise (5000+),Senior ($200-300k),AI Engineering (Kaggle)
JOB0849,Multimodal AI Engineer,AI Engineering,Mid (3-5 yrs),Bootcamp/Self-taught,APIs|Python|Vision-Language Models|Fine-tuning|SQL,Retail,Hybrid,SME (51-500),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0850,Data Engineer (AI),Data Engineering,Lead (10+ yrs),Master's,Airflow|SQL|Python|Agile,Retail,On-site,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0851,Generative AI Engineer,AI Engineering,Mid (3-5 yrs),PhD,LLMs|Deployment|Python|Research|Leadership,Healthcare,On-site,Big Tech (FAANG+),Elite (>$300k),AI Engineering (Kaggle)
JOB0852,AI Product Manager,Product,Lead (10+ yrs),Bootcamp/Self-taught,Data Analysis|AI Literacy|Stakeholder Mgmt|Agile|Problem Solving|Leadership|Research,Retail,Fully Remote,SME (51-500),Mid ($100-150k),AI Engineering (Kaggle)
JOB0853,AI Business Analyst,Business,Entry (0-2 yrs),Bachelor's,Communication|Python|SQL|Data Visualization|Business Analysis|Cloud,Research,On-site,Mid-size (501-5000),Entry (<$100k),AI Engineering (Kaggle)
JOB0854,RAG Engineer,AI Engineering,Lead (10+ yrs),Master's,LangChain|Vector DBs|Python|LLMs|Search Systems|Embeddings|Problem Solving|SQL,Government,Hybrid,Big Tech (FAANG+),Elite (>$300k),AI Engineering (Kaggle)
JOB0855,MLOps Engineer,ML Operations,Senior (6-9 yrs),Master's,Monitoring|Docker|MLflow|CI/CD|Kubernetes|Cloud|SQL|Statistics,Government,Hybrid,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle)
JOB0856,AI Ethics Officer,Governance,Entry (0-2 yrs),Associate's,Risk Assessment|Research|Ethics Frameworks|AI Policy|Linux|Communication,Manufacturing,Hybrid,Mid-size (501-5000),Mid ($100-150k),AI Engineering (Kaggle)
JOB0857,AI Product Manager,Product,Entry (0-2 yrs),Bootcamp/Self-taught,Stakeholder Mgmt|AI Literacy|Product Strategy|Data Analysis|Agile|Linux,Finance,On-site,Startup (1-50),Mid ($100-150k),AI Engineering (Kaggle)
JOB0858,AI Infrastructure Eng,Infrastructure,Lead (10+ yrs),Master's,Distributed Systems|Cloud|Storage|Linux,Retail,Fully Remote,Mid-size (501-5000),Elite (>$300k),AI Engineering (Kaggle)
JOB0859,Robotics Engineer (AI),Robotics,Entry (0-2 yrs),Bachelor's,Computer Vision|Control Systems|Simulation|Research|Leadership,Healthcare,On-site,Enterprise (5000+),Mid ($100-150k),AI Engineering (Kaggle)
JOB0860,Computer Vision Engineer,AI Engineering,Lead (10+ yrs),PhD,OpenCV|Python|CUDA|Communication,Media,Hybrid,SME (51-500),Elite (>$300k),AI Engineering (Kaggle)
JOB0861,AI Business Analyst,Business,Entry (0-2 yrs),Bootcamp/Self-taught,Python|Business Analysis|Communication|SQL|Data Visualization|Git,Consulting,Hybrid,Big Tech (FAANG+),Mid ($100-150k),AI Engineering (Kaggle)
JOB0862,ML Engineer,AI Engineering,Senior (6-9 yrs),PhD,TensorFlow|PyTorch|Kubernetes|Python|SQL|MLOps|Linux,Research,Fully Remote,Enterprise (5000+),Elite (>$300k),AI Engineering (Kaggle)
JOB0863,Multimodal AI Engineer,AI Engineering,Lead (10+ yrs),Bootcamp/Self-taught,Vision-Language Models|PyTorch|APIs|Linux|Research|Problem Solving,Technology,On-site,Startup (1-50),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0864,Data Engineer (AI),Data Engineering,Entry (0-2 yrs),Bachelor's,ETL|Python|SQL|dbt|Communication|SQL|Cloud,Energy,Fully Remote,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle)
JOB0865,RAG Engineer,AI Engineering,Mid (3-5 yrs),PhD,Search Systems|Python|Embeddings|Research|Leadership,Retail,Hybrid,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0866,Multimodal AI Engineer,AI Engineering,Senior (6-9 yrs),Bootcamp/Self-taught,Fine-tuning|PyTorch|APIs|Research,Energy,Hybrid,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0867,AI Compliance Manager,Governance,Entry (0-2 yrs),Master's,Legal Knowledge|Auditing|Documentation|EU AI Act|Risk Management|Statistics|Research,Energy,Fully Remote,SME (51-500),Entry (<$100k),AI Engineering (Kaggle)
JOB0868,LLM Engineer,AI Engineering,Entry (0-2 yrs),Associate's,LLM APIs|Fine-tuning|Vector DBs|Python|Prompt Engineering|Research|Linux|Communication,Automotive,Hybrid,Startup (1-50),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0869,AI Engineer,AI Engineering,Mid (3-5 yrs),Master's,Docker|LLM Integration|Python|Git,Technology,Fully Remote,SME (51-500),Mid ($100-150k),AI Engineering (Kaggle)
JOB0870,AI Security Engineer,Security,Lead (10+ yrs),Bootcamp/Self-taught,Risk Analysis|Red Teaming|Python|ML Security|Cybersecurity|Leadership,Finance,Fully Remote,Enterprise (5000+),Senior ($200-300k),AI Engineering (Kaggle)
JOB0871,NLP Engineer,AI Engineering,Senior (6-9 yrs),Master's,LLMs|BERT|Text Processing|Linux|Communication|Statistics,Retail,Hybrid,Mid-size (501-5000),Senior ($200-300k),AI Engineering (Kaggle)
JOB0872,Deep Learning Engineer,AI Engineering,Lead (10+ yrs),Master's,CUDA|GPU Computing|Neural Networks|PyTorch|Python|SQL|Problem Solving,Government,Hybrid,Enterprise (5000+),Elite (>$300k),AI Engineering (Kaggle)
JOB0873,LLM Engineer,AI Engineering,Entry (0-2 yrs),Bachelor's,Python|RAG|Fine-tuning|Vector DBs|LLM APIs|Problem Solving|Agile|Research,Technology,Hybrid,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0874,Deep Learning Engineer,AI Engineering,Mid (3-5 yrs),Bootcamp/Self-taught,Neural Networks|GPU Computing|CUDA|Python|Communication|Leadership|Cloud,Media,Hybrid,Big Tech (FAANG+),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0875,AI Agent Developer,AI Engineering,Entry (0-2 yrs),PhD,LangChain|AutoGen|Tool Use|Python|APIs|Planning Systems|Problem Solving,Automotive,On-site,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle)
JOB0876,AI Solutions Architect,Architecture,Mid (3-5 yrs),Bootcamp/Self-taught,Leadership|ML|Cloud|Research,Manufacturing,Hybrid,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle)
JOB0877,Senior ML Engineer,AI Engineering,Senior (6-9 yrs),Bootcamp/Self-taught,LLM Fine-tuning|Distributed Systems|PyTorch|Git|Cloud,Healthcare,Hybrid,Enterprise (5000+),Elite (>$300k),AI Engineering (Kaggle)
JOB0878,Senior ML Engineer,AI Engineering,Senior (6-9 yrs),PhD,LLM Fine-tuning|System Design|Distributed Systems|Research|SQL,Manufacturing,Hybrid,Startup (1-50),Senior ($200-300k),AI Engineering (Kaggle)
JOB0879,AI Ethics Officer,Governance,Entry (0-2 yrs),Bachelor's,Ethics Frameworks|Communication|Risk Assessment|Research,Healthcare,On-site,Big Tech (FAANG+),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0880,Robotics Engineer (AI),Robotics,Senior (6-9 yrs),Bachelor's,Python|C++|Computer Vision|ROS|Linux,Government,On-site,Mid-size (501-5000),Mid ($100-150k),AI Engineering (Kaggle)
JOB0881,AI Ethics Officer,Governance,Senior (6-9 yrs),Associate's,AI Policy|Ethics Frameworks|Research|Linux|Research|Git,Consulting,On-site,Startup (1-50),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB0882,AI Solutions Architect,Architecture,Mid (3-5 yrs),Master's,Python|Leadership|ML|SQL|Problem Solving|Research,Retail,Fully Remote,Big Tech (FAANG+),Elite (>$300k),AI Engineering (Kaggle)
JOB0883,Robotics Engineer (AI),Robotics,Mid (3-5 yrs),Master's,Control Systems|Simulation|Python|Computer Vision|C++|ROS|Agile|Problem Solving|Research,Finance,Hybrid,Mid-size (501-5000),Mid ($100-150k),AI Engineering (Kaggle)
JOB0884,AI Ethics Officer,Governance,Entry (0-2 yrs),Master's,Ethics Frameworks|Research|AI Policy|Statistics,Media,Hybrid,Mid-size (501-5000),Mid ($100-150k),AI Engineering (Kaggle)
JOB0885,Generative AI Engineer,AI Engineering,Senior (6-9 yrs),Associate's,Fine-tuning|GenAI APIs|Diffusion Models|Deployment|Cloud,Retail,Fully Remote,Enterprise (5000+),Senior ($200-300k),AI Engineering (Kaggle)
JOB0886,AI Infrastructure Eng,Infrastructure,Mid (3-5 yrs),Associate's,Kubernetes|Distributed Systems|CUDA|Networking|Cloud|SQL|Statistics|Leadership,Technology,Hybrid,Mid-size (501-5000),Mid ($100-150k),AI Engineering (Kaggle)
JOB0887,AI Product Manager,Product,Senior (6-9 yrs),Bootcamp/Self-taught,Product Strategy|Data Analysis|Stakeholder Mgmt|Statistics|Git,Technology,Hybrid,Startup (1-50),Mid ($100-150k),AI Engineering (Kaggle)
JOB0888,Data Scientist,Data Science,Lead (10+ yrs),Associate's,Statistics|SQL|Data Visualization|Research|Cloud|SQL,Consulting,Fully Remote,Startup (1-50),Senior ($200-300k),AI Engineering (Kaggle)
JOB0889,AI Product Manager,Product,Mid (3-5 yrs),Bachelor's,AI Literacy|Agile|Data Analysis|Statistics|SQL|Leadership,Healthcare,Fully Remote,Startup (1-50),Mid ($100-150k),AI Engineering (Kaggle)
JOB0890,Deep Learning Engineer,AI Engineering,Senior (6-9 yrs),Bootcamp/Self-taught,Neural Networks|TensorFlow|Python|Git|Research,Research,On-site,Mid-size (501-5000),Senior ($200-300k),AI Engineering (Kaggle)
