job_id,job_title,job_category,experience_level,education_required,required_skills,industry,remote_work,company_size,salary_tier,source_dataset,document
JOB0643,Data Scientist,Data Science,Senior (6-9 yrs),Associate's,"Data Visualization, Statistics, SQL, ML Algorithms, Python, Scikit-learn, Agile",Consulting,Hybrid,Startup (1-50),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: Data Scientist. Category: Data Science. Experience Level: Senior (6-9 yrs). Education Required: Associate's. Required Skills: Data Visualization, Statistics, SQL, ML Algorithms, Python, Scikit-learn, Agile. Industry: Consulting. Remote Work: Hybrid. Company Size: Startup (1-50). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB0644,AI Ethics Officer,Governance,Senior (6-9 yrs),Bootcamp/Self-taught,"AI Policy, Research, Communication, Ethics Frameworks, Risk Assessment, Problem Solving, Leadership, Linux",Consulting,Hybrid,Enterprise (5000+),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: AI Ethics Officer. Category: Governance. Experience Level: Senior (6-9 yrs). Education Required: Bootcamp/Self-taught. Required Skills: AI Policy, Research, Communication, Ethics Frameworks, Risk Assessment, Problem Solving, Leadership, Linux. Industry: Consulting. Remote Work: Hybrid. Company Size: Enterprise (5000+). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB0645,Robotics Engineer (AI),Robotics,Mid (3-5 yrs),Associate's,"ROS, Computer Vision, Python, Simulation, Statistics, Git, Communication",Education,On-site,Enterprise (5000+),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: Robotics Engineer (AI). Category: Robotics. Experience Level: Mid (3-5 yrs). Education Required: Associate's. Required Skills: ROS, Computer Vision, Python, Simulation, Statistics, Git, Communication. Industry: Education. Remote Work: On-site. Company Size: Enterprise (5000+). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0646,Data Scientist,Data Science,Mid (3-5 yrs),PhD,"SQL, Scikit-learn, Python, Data Visualization, Problem Solving",Automotive,Hybrid,Startup (1-50),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: Data Scientist. Category: Data Science. Experience Level: Mid (3-5 yrs). Education Required: PhD. Required Skills: SQL, Scikit-learn, Python, Data Visualization, Problem Solving. Industry: Automotive. Remote Work: Hybrid. Company Size: Startup (1-50). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB0647,MLOps Engineer,ML Operations,Lead (10+ yrs),Bachelor's,"Docker, Kubernetes, CI/CD, Cloud, MLflow, Python, SQL, Research",Healthcare,Hybrid,Mid-size (501-5000),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: MLOps Engineer. Category: ML Operations. Experience Level: Lead (10+ yrs). Education Required: Bachelor's. Required Skills: Docker, Kubernetes, CI/CD, Cloud, MLflow, Python, SQL, Research. Industry: Healthcare. Remote Work: Hybrid. Company Size: Mid-size (501-5000). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0648,Senior ML Engineer,AI Engineering,Senior (6-9 yrs),Master's,"System Design, LLM Fine-tuning, Distributed Systems, PyTorch, MLOps, Python, Cloud",Automotive,Fully Remote,Big Tech (FAANG+),Elite (>$300k),AI Engineering (Kaggle),"Job Title: Senior ML Engineer. Category: AI Engineering. Experience Level: Senior (6-9 yrs). Education Required: Master's. Required Skills: System Design, LLM Fine-tuning, Distributed Systems, PyTorch, MLOps, Python, Cloud. Industry: Automotive. Remote Work: Fully Remote. Company Size: Big Tech (FAANG+). Salary Tier: Elite (>$300k). Source: AI Engineering (Kaggle)."
JOB0649,AI Ethics Officer,Governance,Mid (3-5 yrs),Bachelor's,"AI Policy, Risk Assessment, Communication, Statistics, Research, Linux",Education,Hybrid,Startup (1-50),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: AI Ethics Officer. Category: Governance. Experience Level: Mid (3-5 yrs). Education Required: Bachelor's. Required Skills: AI Policy, Risk Assessment, Communication, Statistics, Research, Linux. Industry: Education. Remote Work: Hybrid. Company Size: Startup (1-50). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB0650,Generative AI Engineer,AI Engineering,Entry (0-2 yrs),Master's,"Fine-tuning, Diffusion Models, GenAI APIs, Deployment, Cloud",Government,On-site,Startup (1-50),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: Generative AI Engineer. Category: AI Engineering. Experience Level: Entry (0-2 yrs). Education Required: Master's. Required Skills: Fine-tuning, Diffusion Models, GenAI APIs, Deployment, Cloud. Industry: Government. Remote Work: On-site. Company Size: Startup (1-50). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB0651,Generative AI Engineer,AI Engineering,Lead (10+ yrs),Bachelor's,"LLMs, GenAI APIs, Deployment, Fine-tuning, Diffusion Models, Git",Consulting,On-site,Startup (1-50),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: Generative AI Engineer. Category: AI Engineering. Experience Level: Lead (10+ yrs). Education Required: Bachelor's. Required Skills: LLMs, GenAI APIs, Deployment, Fine-tuning, Diffusion Models, Git. Industry: Consulting. Remote Work: On-site. Company Size: Startup (1-50). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0652,Data Engineer (AI),Data Engineering,Entry (0-2 yrs),Master's,"Python, Airflow, dbt, ETL, Feature Stores, SQL, Spark, Research",Energy,Hybrid,SME (51-500),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: Data Engineer (AI). Category: Data Engineering. Experience Level: Entry (0-2 yrs). Education Required: Master's. Required Skills: Python, Airflow, dbt, ETL, Feature Stores, SQL, Spark, Research. Industry: Energy. Remote Work: Hybrid. Company Size: SME (51-500). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB0653,AI Ethics Officer,Governance,Senior (6-9 yrs),Bootcamp/Self-taught,"Research, Ethics Frameworks, AI Policy, Communication, Linux, Cloud",Retail,Fully Remote,Mid-size (501-5000),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: AI Ethics Officer. Category: Governance. Experience Level: Senior (6-9 yrs). Education Required: Bootcamp/Self-taught. Required Skills: Research, Ethics Frameworks, AI Policy, Communication, Linux, Cloud. Industry: Retail. Remote Work: Fully Remote. Company Size: Mid-size (501-5000). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB0654,Prompt Engineer,AI Engineering,Lead (10+ yrs),Master's,"NLP, Documentation, Testing, LLM APIs, Research, Problem Solving, Cloud",Education,Hybrid,SME (51-500),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: Prompt Engineer. Category: AI Engineering. Experience Level: Lead (10+ yrs). Education Required: Master's. Required Skills: NLP, Documentation, Testing, LLM APIs, Research, Problem Solving, Cloud. Industry: Education. Remote Work: Hybrid. Company Size: SME (51-500). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0655,AI Infrastructure Eng,Infrastructure,Mid (3-5 yrs),Associate's,"CUDA, Networking, Kubernetes, Distributed Systems, Cloud, Storage, Leadership",Consulting,Hybrid,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: AI Infrastructure Eng. Category: Infrastructure. Experience Level: Mid (3-5 yrs). Education Required: Associate's. Required Skills: CUDA, Networking, Kubernetes, Distributed Systems, Cloud, Storage, Leadership. Industry: Consulting. Remote Work: Hybrid. Company Size: Big Tech (FAANG+). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0656,Deep Learning Engineer,AI Engineering,Mid (3-5 yrs),Bootcamp/Self-taught,"Neural Networks, Python, PyTorch, CUDA, Linux, Agile, Problem Solving",Consulting,Hybrid,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: Deep Learning Engineer. Category: AI Engineering. Experience Level: Mid (3-5 yrs). Education Required: Bootcamp/Self-taught. Required Skills: Neural Networks, Python, PyTorch, CUDA, Linux, Agile, Problem Solving. Industry: Consulting. Remote Work: Hybrid. Company Size: Big Tech (FAANG+). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0657,Senior Data Scientist,Data Science,Entry (0-2 yrs),Bachelor's,"Python, Leadership, Causal Inference, Statistics",Manufacturing,On-site,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: Senior Data Scientist. Category: Data Science. Experience Level: Entry (0-2 yrs). Education Required: Bachelor's. Required Skills: Python, Leadership, Causal Inference, Statistics. Industry: Manufacturing. Remote Work: On-site. Company Size: Mid-size (501-5000). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0658,AI Business Analyst,Business,Senior (6-9 yrs),Master's,"Python, Communication, SQL, Data Visualization, Business Analysis, Problem Solving, Cloud, Linux",Media,Hybrid,Enterprise (5000+),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: AI Business Analyst. Category: Business. Experience Level: Senior (6-9 yrs). Education Required: Master's. Required Skills: Python, Communication, SQL, Data Visualization, Business Analysis, Problem Solving, Cloud, Linux. Industry: Media. Remote Work: Hybrid. Company Size: Enterprise (5000+). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0659,Multimodal AI Engineer,AI Engineering,Entry (0-2 yrs),Bachelor's,"APIs, Fine-tuning, Python, PyTorch, Statistics, Research, Linux",Education,Fully Remote,Enterprise (5000+),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: Multimodal AI Engineer. Category: AI Engineering. Experience Level: Entry (0-2 yrs). Education Required: Bachelor's. Required Skills: APIs, Fine-tuning, Python, PyTorch, Statistics, Research, Linux. Industry: Education. Remote Work: Fully Remote. Company Size: Enterprise (5000+). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0660,Data Engineer (AI),Data Engineering,Mid (3-5 yrs),Associate's,"Python, Feature Stores, Spark, SQL, Git, Statistics",Energy,Fully Remote,SME (51-500),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: Data Engineer (AI). Category: Data Engineering. Experience Level: Mid (3-5 yrs). Education Required: Associate's. Required Skills: Python, Feature Stores, Spark, SQL, Git, Statistics. Industry: Energy. Remote Work: Fully Remote. Company Size: SME (51-500). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB0661,Computer Vision Engineer,AI Engineering,Senior (6-9 yrs),Associate's,"PyTorch, OpenCV, Python, CUDA, CNNs, Image Processing, Research, Cloud",Manufacturing,On-site,Big Tech (FAANG+),Elite (>$300k),AI Engineering (Kaggle),"Job Title: Computer Vision Engineer. Category: AI Engineering. Experience Level: Senior (6-9 yrs). Education Required: Associate's. Required Skills: PyTorch, OpenCV, Python, CUDA, CNNs, Image Processing, Research, Cloud. Industry: Manufacturing. Remote Work: On-site. Company Size: Big Tech (FAANG+). Salary Tier: Elite (>$300k). Source: AI Engineering (Kaggle)."
JOB0662,ML Engineer,AI Engineering,Entry (0-2 yrs),Associate's,"MLOps, SQL, Kubernetes, Python, Agile, Cloud, Statistics",Manufacturing,Fully Remote,Big Tech (FAANG+),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: ML Engineer. Category: AI Engineering. Experience Level: Entry (0-2 yrs). Education Required: Associate's. Required Skills: MLOps, SQL, Kubernetes, Python, Agile, Cloud, Statistics. Industry: Manufacturing. Remote Work: Fully Remote. Company Size: Big Tech (FAANG+). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0663,Generative AI Engineer,AI Engineering,Mid (3-5 yrs),Bootcamp/Self-taught,"Deployment, Python, Fine-tuning, Diffusion Models, LLMs, GenAI APIs, Git",Automotive,On-site,Big Tech (FAANG+),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: Generative AI Engineer. Category: AI Engineering. Experience Level: Mid (3-5 yrs). Education Required: Bootcamp/Self-taught. Required Skills: Deployment, Python, Fine-tuning, Diffusion Models, LLMs, GenAI APIs, Git. Industry: Automotive. Remote Work: On-site. Company Size: Big Tech (FAANG+). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0664,AI Engineer,AI Engineering,Entry (0-2 yrs),Master's,"Cloud (AWS/GCP/Azure), Python, Docker, PyTorch, Linux",Automotive,Fully Remote,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: AI Engineer. Category: AI Engineering. Experience Level: Entry (0-2 yrs). Education Required: Master's. Required Skills: Cloud (AWS/GCP/Azure), Python, Docker, PyTorch, Linux. Industry: Automotive. Remote Work: Fully Remote. Company Size: Mid-size (501-5000). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0665,Multimodal AI Engineer,AI Engineering,Entry (0-2 yrs),Bachelor's,"Vision-Language Models, APIs, Python, Fine-tuning, PyTorch, Agile, SQL",Education,On-site,SME (51-500),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: Multimodal AI Engineer. Category: AI Engineering. Experience Level: Entry (0-2 yrs). Education Required: Bachelor's. Required Skills: Vision-Language Models, APIs, Python, Fine-tuning, PyTorch, Agile, SQL. Industry: Education. Remote Work: On-site. Company Size: SME (51-500). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0666,AI Business Analyst,Business,Entry (0-2 yrs),Master's,"Python, Data Visualization, Business Analysis, Agile, Cloud, Problem Solving",Automotive,Hybrid,Startup (1-50),Entry (<$100k),AI Engineering (Kaggle),"Job Title: AI Business Analyst. Category: Business. Experience Level: Entry (0-2 yrs). Education Required: Master's. Required Skills: Python, Data Visualization, Business Analysis, Agile, Cloud, Problem Solving. Industry: Automotive. Remote Work: Hybrid. Company Size: Startup (1-50). Salary Tier: Entry (<$100k). Source: AI Engineering (Kaggle)."
JOB0667,Computer Vision Engineer,AI Engineering,Entry (0-2 yrs),Bachelor's,"Image Processing, CNNs, Python, Research, SQL, Git",Manufacturing,Hybrid,SME (51-500),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: Computer Vision Engineer. Category: AI Engineering. Experience Level: Entry (0-2 yrs). Education Required: Bachelor's. Required Skills: Image Processing, CNNs, Python, Research, SQL, Git. Industry: Manufacturing. Remote Work: Hybrid. Company Size: SME (51-500). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB0668,AI Business Analyst,Business,Lead (10+ yrs),PhD,"Data Visualization, Business Analysis, Python, Communication, Problem Solving, Linux",Technology,Hybrid,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: AI Business Analyst. Category: Business. Experience Level: Lead (10+ yrs). Education Required: PhD. Required Skills: Data Visualization, Business Analysis, Python, Communication, Problem Solving, Linux. Industry: Technology. Remote Work: Hybrid. Company Size: Mid-size (501-5000). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0669,AI Solutions Architect,Architecture,Mid (3-5 yrs),Master's,"System Design, Cloud, ML, Leadership, Enterprise Architecture, Python, SQL",Consulting,Fully Remote,Enterprise (5000+),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: AI Solutions Architect. Category: Architecture. Experience Level: Mid (3-5 yrs). Education Required: Master's. Required Skills: System Design, Cloud, ML, Leadership, Enterprise Architecture, Python, SQL. Industry: Consulting. Remote Work: Fully Remote. Company Size: Enterprise (5000+). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0670,Senior Data Scientist,Data Science,Mid (3-5 yrs),Bachelor's,"Deep Learning, Causal Inference, Advanced Statistics, Python, ML, Research, Cloud, Leadership",Healthcare,Hybrid,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: Senior Data Scientist. Category: Data Science. Experience Level: Mid (3-5 yrs). Education Required: Bachelor's. Required Skills: Deep Learning, Causal Inference, Advanced Statistics, Python, ML, Research, Cloud, Leadership. Industry: Healthcare. Remote Work: Hybrid. Company Size: Mid-size (501-5000). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0671,AI Ethics Officer,Governance,Mid (3-5 yrs),Master's,"Communication, Research, AI Policy, Linux, Statistics",Consulting,Hybrid,Mid-size (501-5000),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: AI Ethics Officer. Category: Governance. Experience Level: Mid (3-5 yrs). Education Required: Master's. Required Skills: Communication, Research, AI Policy, Linux, Statistics. Industry: Consulting. Remote Work: Hybrid. Company Size: Mid-size (501-5000). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB0672,Generative AI Engineer,AI Engineering,Senior (6-9 yrs),Associate's,"Diffusion Models, Fine-tuning, Deployment, Communication",Manufacturing,Hybrid,SME (51-500),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: Generative AI Engineer. Category: AI Engineering. Experience Level: Senior (6-9 yrs). Education Required: Associate's. Required Skills: Diffusion Models, Fine-tuning, Deployment, Communication. Industry: Manufacturing. Remote Work: Hybrid. Company Size: SME (51-500). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0673,Computer Vision Engineer,AI Engineering,Senior (6-9 yrs),Master's,"CUDA, Image Processing, OpenCV, Python, Problem Solving, Research",Technology,Hybrid,Mid-size (501-5000),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: Computer Vision Engineer. Category: AI Engineering. Experience Level: Senior (6-9 yrs). Education Required: Master's. Required Skills: CUDA, Image Processing, OpenCV, Python, Problem Solving, Research. Industry: Technology. Remote Work: Hybrid. Company Size: Mid-size (501-5000). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0674,AI Ethics Officer,Governance,Senior (6-9 yrs),Bachelor's,"Risk Assessment, Ethics Frameworks, AI Policy, Research, Communication",Consulting,On-site,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: AI Ethics Officer. Category: Governance. Experience Level: Senior (6-9 yrs). Education Required: Bachelor's. Required Skills: Risk Assessment, Ethics Frameworks, AI Policy, Research, Communication. Industry: Consulting. Remote Work: On-site. Company Size: Big Tech (FAANG+). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0675,AI Ethics Officer,Governance,Mid (3-5 yrs),Master's,"AI Policy, Risk Assessment, Ethics Frameworks, Communication, Cloud",Government,Fully Remote,Big Tech (FAANG+),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: AI Ethics Officer. Category: Governance. Experience Level: Mid (3-5 yrs). Education Required: Master's. Required Skills: AI Policy, Risk Assessment, Ethics Frameworks, Communication, Cloud. Industry: Government. Remote Work: Fully Remote. Company Size: Big Tech (FAANG+). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0676,AI Agent Developer,AI Engineering,Senior (6-9 yrs),Bootcamp/Self-taught,"APIs, Tool Use, LangChain, AutoGen, Planning Systems, Python, Agile",Education,Hybrid,Startup (1-50),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: AI Agent Developer. Category: AI Engineering. Experience Level: Senior (6-9 yrs). Education Required: Bootcamp/Self-taught. Required Skills: APIs, Tool Use, LangChain, AutoGen, Planning Systems, Python, Agile. Industry: Education. Remote Work: Hybrid. Company Size: Startup (1-50). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0677,Data Scientist,Data Science,Lead (10+ yrs),PhD,"Data Visualization, Python, Scikit-learn, SQL, Statistics, ML Algorithms",Energy,Fully Remote,Mid-size (501-5000),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: Data Scientist. Category: Data Science. Experience Level: Lead (10+ yrs). Education Required: PhD. Required Skills: Data Visualization, Python, Scikit-learn, SQL, Statistics, ML Algorithms. Industry: Energy. Remote Work: Fully Remote. Company Size: Mid-size (501-5000). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0678,ML Engineer,AI Engineering,Entry (0-2 yrs),Bachelor's,"SQL, PyTorch, Python, Kubernetes, Statistics, Git",Government,Hybrid,Enterprise (5000+),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: ML Engineer. Category: AI Engineering. Experience Level: Entry (0-2 yrs). Education Required: Bachelor's. Required Skills: SQL, PyTorch, Python, Kubernetes, Statistics, Git. Industry: Government. Remote Work: Hybrid. Company Size: Enterprise (5000+). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB0679,AI Infrastructure Eng,Infrastructure,Entry (0-2 yrs),Master's,"Kubernetes, Networking, Cloud, CUDA, Distributed Systems, Communication",Education,On-site,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: AI Infrastructure Eng. Category: Infrastructure. Experience Level: Entry (0-2 yrs). Education Required: Master's. Required Skills: Kubernetes, Networking, Cloud, CUDA, Distributed Systems, Communication. Industry: Education. Remote Work: On-site. Company Size: Big Tech (FAANG+). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0680,AI Product Manager,Product,Lead (10+ yrs),Bachelor's,"Product Strategy, Agile, Stakeholder Mgmt, Data Analysis, Communication",Energy,On-site,Enterprise (5000+),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: AI Product Manager. Category: Product. Experience Level: Lead (10+ yrs). Education Required: Bachelor's. Required Skills: Product Strategy, Agile, Stakeholder Mgmt, Data Analysis, Communication. Industry: Energy. Remote Work: On-site. Company Size: Enterprise (5000+). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0681,AI Security Engineer,Security,Mid (3-5 yrs),Master's,"Risk Analysis, Python, Red Teaming, ML Security, Communication",Energy,Hybrid,Enterprise (5000+),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: AI Security Engineer. Category: Security. Experience Level: Mid (3-5 yrs). Education Required: Master's. Required Skills: Risk Analysis, Python, Red Teaming, ML Security, Communication. Industry: Energy. Remote Work: Hybrid. Company Size: Enterprise (5000+). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0682,AI Engineer,AI Engineering,Lead (10+ yrs),Master's,"Python, LLM Integration, Docker, PyTorch, Communication, Agile, Statistics",Education,On-site,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: AI Engineer. Category: AI Engineering. Experience Level: Lead (10+ yrs). Education Required: Master's. Required Skills: Python, LLM Integration, Docker, PyTorch, Communication, Agile, Statistics. Industry: Education. Remote Work: On-site. Company Size: Big Tech (FAANG+). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0683,AI Engineer,AI Engineering,Mid (3-5 yrs),Master's,"PyTorch, Cloud (AWS/GCP/Azure), LLM Integration, Docker, Linux, Research, Leadership",Media,Hybrid,Startup (1-50),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: AI Engineer. Category: AI Engineering. Experience Level: Mid (3-5 yrs). Education Required: Master's. Required Skills: PyTorch, Cloud (AWS/GCP/Azure), LLM Integration, Docker, Linux, Research, Leadership. Industry: Media. Remote Work: Hybrid. Company Size: Startup (1-50). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB0684,AI Engineer,AI Engineering,Entry (0-2 yrs),Bachelor's,"PyTorch, Docker, Cloud (AWS/GCP/Azure), Python, SQL",Manufacturing,On-site,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: AI Engineer. Category: AI Engineering. Experience Level: Entry (0-2 yrs). Education Required: Bachelor's. Required Skills: PyTorch, Docker, Cloud (AWS/GCP/Azure), Python, SQL. Industry: Manufacturing. Remote Work: On-site. Company Size: Big Tech (FAANG+). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0685,AI Agent Developer,AI Engineering,Entry (0-2 yrs),Bachelor's,"LangChain, Python, Planning Systems, APIs, Tool Use, AutoGen, Git",Research,On-site,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: AI Agent Developer. Category: AI Engineering. Experience Level: Entry (0-2 yrs). Education Required: Bachelor's. Required Skills: LangChain, Python, Planning Systems, APIs, Tool Use, AutoGen, Git. Industry: Research. Remote Work: On-site. Company Size: Mid-size (501-5000). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0686,AI Business Analyst,Business,Mid (3-5 yrs),Master's,"SQL, Communication, Python, Business Analysis, Cloud, Linux",Technology,Hybrid,Startup (1-50),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: AI Business Analyst. Category: Business. Experience Level: Mid (3-5 yrs). Education Required: Master's. Required Skills: SQL, Communication, Python, Business Analysis, Cloud, Linux. Industry: Technology. Remote Work: Hybrid. Company Size: Startup (1-50). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB0687,Generative AI Engineer,AI Engineering,Senior (6-9 yrs),Bachelor's,"GenAI APIs, Diffusion Models, Python, Fine-tuning, Problem Solving",Government,Hybrid,SME (51-500),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: Generative AI Engineer. Category: AI Engineering. Experience Level: Senior (6-9 yrs). Education Required: Bachelor's. Required Skills: GenAI APIs, Diffusion Models, Python, Fine-tuning, Problem Solving. Industry: Government. Remote Work: Hybrid. Company Size: SME (51-500). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0688,Data Engineer (AI),Data Engineering,Senior (6-9 yrs),Bootcamp/Self-taught,"SQL, Feature Stores, ETL, Spark, Statistics, Cloud",Healthcare,Hybrid,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: Data Engineer (AI). Category: Data Engineering. Experience Level: Senior (6-9 yrs). Education Required: Bootcamp/Self-taught. Required Skills: SQL, Feature Stores, ETL, Spark, Statistics, Cloud. Industry: Healthcare. Remote Work: Hybrid. Company Size: Big Tech (FAANG+). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0689,AI Compliance Manager,Governance,Lead (10+ yrs),PhD,"Documentation, Risk Management, Legal Knowledge, Auditing, EU AI Act, Leadership, Linux",Technology,Hybrid,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: AI Compliance Manager. Category: Governance. Experience Level: Lead (10+ yrs). Education Required: PhD. Required Skills: Documentation, Risk Management, Legal Knowledge, Auditing, EU AI Act, Leadership, Linux. Industry: Technology. Remote Work: Hybrid. Company Size: Big Tech (FAANG+). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0690,Generative AI Engineer,AI Engineering,Mid (3-5 yrs),Master's,"Diffusion Models, Python, LLMs, Git, SQL, Agile",Media,Hybrid,Big Tech (FAANG+),Elite (>$300k),AI Engineering (Kaggle),"Job Title: Generative AI Engineer. Category: AI Engineering. Experience Level: Mid (3-5 yrs). Education Required: Master's. Required Skills: Diffusion Models, Python, LLMs, Git, SQL, Agile. Industry: Media. Remote Work: Hybrid. Company Size: Big Tech (FAANG+). Salary Tier: Elite (>$300k). Source: AI Engineering (Kaggle)."
JOB0691,AI Product Manager,Product,Lead (10+ yrs),Associate's,"Data Analysis, Stakeholder Mgmt, Agile, Git, Communication",Consulting,Hybrid,Big Tech (FAANG+),Elite (>$300k),AI Engineering (Kaggle),"Job Title: AI Product Manager. Category: Product. Experience Level: Lead (10+ yrs). Education Required: Associate's. Required Skills: Data Analysis, Stakeholder Mgmt, Agile, Git, Communication. Industry: Consulting. Remote Work: Hybrid. Company Size: Big Tech (FAANG+). Salary Tier: Elite (>$300k). Source: AI Engineering (Kaggle)."
